Year,Gender,Alcohol Abuse,Tobacco Prevalence,GDP per Capita,Doctors,Nurses and Midwifes,Air Pollution Death Rate Total,Universal Heath Care Coverage,Birth Rate,Government Expenditure Health,Vegetable Consumption,Fruit Consumption Apples,Diet Calories Fat,Diet Calories Carbohydrates,Basic Drinking Water Services,Clean Fuel and Technology,Total Population,Death Rate,Life Expectancy
2010,Both,8.95,8.51,22529.24,7.05,11.17,94.22,41.24,27.36,8.38,52.67,103.38,39.15,42.07,90.69,47.08,54033502.0,7.22,88.0
2011,Male,16.77,33.85,9902.37,5.59,12.82,108.07,78.01,36.44,3.78,262.46,76.87,44.91,50.84,59.61,79.73,70201965.0,12.53,88.0
2010,Male,6.6,13.87,8395.88,2.86,5.48,49.18,33.59,21.75,4.95,233.32,27.13,28.62,59.34,96.28,74.48,40612898.0,7.94,88.0
2011,Female,12.87,12.74,42415.93,4.32,11.39,51.01,42.78,32.02,4.98,215.77,113.39,39.79,47.81,56.35,80.08,10020275.0,5.08,88.0
2022,Both,2.86,17.6,8128.35,5.42,2.49,78.61,44.95,10.84,6.83,285.75,80.81,43.96,46.01,85.98,87.54,56793638.0,7.25,88.0
2021,Male,17.29,41.09,8437.5,6.31,2.93,89.85,99.71,25.79,2.11,347.74,165.46,37.89,46.56,72.3,37.09,48157846.0,11.98,88.0
2021,Female,17.69,36.86,36454.12,0.83,6.84,106.17,37.17,11.57,4.36,64.07,96.81,44.26,57.84,85.03,30.14,38879470.0,11.47,84.58
2010,Both,13.83,42.88,33617.35,0.38,1.77,105.72,30.34,17.19,2.29,234.36,142.47,44.89,47.17,59.39,33.54,22071774.0,14.81,72.65
2011,Female,9.44,31.08,11012.5,1.09,14.27,87.95,94.06,18.85,8.51,265.03,155.71,41.03,50.07,97.17,79.48,62757821.0,7.95,88.0
2013,Male,5.52,31.52,1130.12,3.28,13.63,115.04,32.95,34.55,10.89,141.78,35.72,44.99,53.64,97.18,95.41,65650766.0,8.17,88.0
2017,Male,15.0,24.2,15118.7,3.84,1.69,25.54,90.34,32.94,11.98,317.86,90.54,37.52,63.52,78.37,53.18,29198432.0,6.66,88.0
2014,Female,13.78,41.21,18303.21,1.26,12.74,114.29,72.04,35.64,6.49,187.1,162.99,34.94,59.86,77.93,84.68,74228548.0,12.85,88.0
2016,Female,5.55,25.44,60178.43,3.41,8.12,12.38,66.15,10.28,4.6,99.34,87.91,43.35,44.63,83.57,81.04,29642361.0,2.0,88.0
2012,Both,9.22,19.2,68725.53,3.64,10.83,68.9,80.11,44.77,10.53,306.32,110.42,41.62,62.08,81.1,98.46,8694243.0,2.0,88.0
2020,Female,9.4,30.62,30921.07,1.05,13.42,15.37,78.08,10.01,3.13,332.88,159.7,27.2,61.12,79.46,62.96,13405617.0,5.44,88.0
2014,Female,15.22,26.85,30852.98,7.35,9.08,70.32,28.84,38.55,11.74,79.85,57.21,31.05,58.63,81.51,41.63,39611786.0,4.77,88.0
2010,Both,12.94,9.96,53666.11,4.87,2.63,49.86,99.96,35.39,9.15,275.5,163.13,30.21,52.92,93.64,83.57,6481053.0,2.0,88.0
2020,Female,12.29,20.71,47317.61,3.23,1.04,14.39,95.35,29.9,7.04,114.5,83.52,42.11,41.75,82.5,87.32,57501162.0,4.5,88.0
2022,Female,12.4,17.53,14463.2,4.15,7.96,79.53,91.73,24.24,2.97,52.02,114.89,29.66,57.79,63.81,79.51,63628159.0,4.86,88.0
2010,Both,6.33,38.87,8790.53,2.65,14.29,89.09,69.78,36.01,2.18,128.18,72.49,31.08,52.96,96.13,90.42,44002520.0,9.31,88.0
2016,Male,7.95,20.15,33270.8,6.86,9.02,25.03,61.82,35.37,7.45,306.47,104.34,35.38,47.74,64.72,55.98,71478541.0,4.21,88.0
2021,Both,2.73,37.86,42710.26,4.69,6.22,84.86,62.9,13.08,6.14,92.36,27.89,26.52,40.25,62.43,78.32,76347489.0,6.81,88.0
2019,Both,14.59,22.7,11092.1,4.06,1.43,25.59,21.19,37.33,10.43,89.2,30.44,44.22,45.78,99.87,48.47,35861729.0,7.14,88.0
2021,Male,8.93,35.14,22560.89,7.3,13.81,20.8,59.96,10.91,8.42,271.71,86.36,34.82,55.14,64.6,61.25,7221261.0,7.17,88.0
2015,Female,9.01,10.41,23500.97,6.74,5.58,21.95,69.9,26.52,6.32,171.91,73.59,28.81,42.81,59.5,46.97,18578002.0,4.06,88.0
2015,Male,5.93,41.99,20188.33,6.54,10.87,73.89,72.7,31.87,4.26,94.55,118.53,30.42,56.39,80.29,40.82,52643522.0,9.9,88.0
2019,Male,5.35,24.22,34988.49,1.96,10.72,94.56,46.57,38.4,6.8,119.0,26.07,40.96,60.49,92.22,32.52,32522172.0,8.58,88.0
2012,Female,11.41,15.39,49257.32,1.39,4.55,73.64,57.7,25.14,3.63,288.38,46.83,37.68,47.95,57.73,77.0,54832251.0,7.02,88.0
2013,Male,5.72,14.66,38596.73,5.58,1.89,98.08,70.9,16.76,8.67,236.98,53.53,34.29,42.05,77.05,91.27,53372141.0,6.6,88.0
2018,Both,3.03,15.6,15748.08,3.86,6.39,73.02,54.26,26.15,8.06,278.28,90.48,31.63,43.49,58.08,52.01,48468914.0,9.69,88.0
2019,Both,14.28,19.67,8438.08,5.53,5.44,96.69,96.97,17.26,10.1,79.33,59.49,43.01,48.95,74.29,60.05,12710822.0,5.75,88.0
2011,Both,8.02,33.7,61782.79,6.13,10.8,117.3,76.44,27.56,6.5,187.43,42.03,40.45,60.34,70.48,30.25,22944632.0,6.13,88.0
2017,Male,8.08,42.98,36364.41,2.5,12.48,49.96,20.1,25.11,4.79,289.13,115.61,39.36,55.86,61.17,58.9,30291144.0,9.47,88.0
2015,Male,8.9,31.76,5410.73,2.42,4.11,22.24,21.86,36.88,10.36,129.74,139.02,33.92,61.7,96.9,49.69,65970997.0,8.74,88.0
2017,Male,15.04,26.89,19952.62,4.03,8.4,20.57,75.22,16.88,8.91,100.76,129.64,44.62,64.86,83.57,70.19,54609605.0,6.5,88.0
2023,Male,7.13,22.94,60459.31,2.33,1.57,73.71,53.01,15.4,9.07,164.54,64.19,39.2,45.06,92.94,93.6,51630248.0,4.99,88.0
2011,Both,14.13,38.13,56578.09,5.4,4.0,67.92,87.16,25.54,7.28,150.01,156.71,33.47,57.37,95.77,65.43,53803774.0,7.73,88.0
2023,Female,17.03,38.99,65785.59,6.02,11.66,26.19,33.84,9.87,10.76,105.64,117.89,44.21,51.66,96.86,77.29,40305846.0,3.97,88.0
2016,Male,12.57,16.72,45474.92,3.88,12.11,106.44,21.11,16.49,4.28,336.18,118.35,42.91,52.34,88.67,79.38,3266574.0,8.66,88.0
2020,Both,8.91,43.14,32179.62,5.85,11.87,115.03,51.05,21.09,6.02,194.93,54.06,39.8,48.14,68.81,40.67,16169543.0,8.99,88.0
2015,Female,13.96,20.8,32456.32,4.18,2.99,34.12,78.89,26.04,9.96,232.42,58.75,40.34,48.56,92.3,54.26,11310142.0,3.54,88.0
2014,Male,9.33,37.0,15194.8,5.76,8.71,28.79,97.74,17.97,3.33,86.33,95.96,33.47,56.91,78.41,37.92,5213333.0,6.31,88.0
2020,Male,8.63,43.67,49089.28,1.95,6.92,29.6,90.69,28.74,10.08,233.01,58.05,35.15,55.52,67.22,60.85,25626184.0,7.06,88.0
2019,Female,10.4,33.15,44212.1,5.96,14.88,49.55,58.73,40.5,5.53,216.6,130.09,28.83,47.96,72.36,92.11,63039642.0,3.1,88.0
2012,Both,7.08,11.46,12290.94,5.78,10.16,103.12,85.03,28.12,3.26,329.58,69.37,36.91,42.96,68.56,63.67,9299031.0,6.01,88.0
2019,Male,3.67,28.45,66516.19,2.28,14.09,73.54,25.63,18.61,2.79,173.7,44.31,32.4,54.46,75.98,61.93,9002659.0,4.24,88.0
2020,Both,8.64,9.75,28140.34,4.54,3.03,12.77,65.78,10.29,10.43,284.62,44.26,31.95,58.48,90.16,44.65,10028695.0,5.92,88.0
2015,Both,3.98,36.57,4490.62,6.87,7.31,59.39,93.94,13.06,9.79,141.25,40.36,43.96,53.97,76.82,51.72,21658753.0,7.11,88.0
2022,Both,8.57,16.25,25128.76,2.15,11.8,15.39,51.71,28.77,4.88,223.68,90.36,28.3,40.09,67.05,95.56,16256350.0,5.14,88.0
2018,Male,10.91,32.81,65343.37,5.94,6.15,51.71,96.81,33.3,3.16,328.09,20.49,41.6,47.06,58.93,51.21,1215493.0,2.75,88.0
2014,Male,16.89,41.4,68838.18,7.64,9.86,51.4,37.65,9.84,4.47,237.52,106.78,30.63,59.46,93.51,81.2,22192535.0,5.69,88.0
2010,Both,2.58,12.24,37187.56,6.96,8.16,79.56,28.45,14.87,4.13,263.35,67.73,25.57,58.56,73.78,32.95,79703928.0,3.49,88.0
2019,Male,11.94,20.71,71760.42,3.33,14.89,68.19,61.98,19.81,9.33,312.8,108.4,25.81,40.26,74.89,38.98,26985267.0,2.0,88.0
2012,Female,9.32,30.88,65742.94,4.94,3.43,105.6,92.58,19.83,4.16,327.63,169.67,33.58,51.76,89.37,51.8,16979597.0,5.07,88.0
2020,Both,2.32,21.79,62032.12,7.94,14.09,6.87,44.9,43.46,4.16,112.48,159.05,34.09,50.93,93.24,93.1,39707543.0,2.0,88.0
2017,Male,5.99,11.99,64590.49,4.63,6.62,94.01,84.01,15.54,2.32,108.75,112.23,31.41,56.31,78.0,45.35,18426540.0,2.67,88.0
2016,Both,3.9,6.16,29135.16,1.1,7.55,7.61,33.54,10.31,7.97,215.14,86.89,38.38,43.12,83.46,80.87,44815652.0,4.92,88.0
2012,Both,5.47,21.26,56930.0,0.55,8.4,39.99,79.65,21.06,8.89,348.65,131.74,34.71,55.54,65.76,41.73,32112402.0,4.05,88.0
2019,Both,6.39,30.97,43638.55,6.36,4.72,106.16,64.56,12.97,8.53,197.05,167.7,26.48,63.67,97.08,72.9,71757621.0,5.56,88.0
2012,Female,8.42,27.96,54200.55,3.5,14.49,84.4,34.0,12.68,7.69,149.27,98.33,31.96,49.29,80.56,71.08,74240749.0,6.62,88.0
2015,Both,10.46,11.25,13991.73,2.13,13.76,24.78,77.45,23.08,11.66,211.18,35.89,27.04,48.43,87.38,73.54,57073595.0,2.39,88.0
2021,Female,2.02,23.03,55069.43,2.91,14.62,61.44,77.1,19.34,6.73,69.32,142.57,26.26,40.71,60.14,50.04,17333970.0,2.43,88.0
2022,Both,4.59,19.78,71853.36,6.11,14.96,88.02,61.23,11.39,10.6,103.16,21.68,29.17,41.43,83.66,41.35,37964494.0,2.0,88.0
2023,Both,3.5,15.97,23257.62,3.83,10.38,112.79,38.04,30.36,8.46,94.68,142.34,39.01,63.29,71.6,92.05,24503311.0,4.45,88.0
2023,Both,10.79,34.17,73973.17,6.97,7.32,77.95,30.58,26.56,2.84,58.37,33.59,38.92,64.39,75.25,69.86,63882370.0,6.39,88.0
2017,Male,7.27,17.39,28875.5,5.93,12.91,7.84,96.58,10.85,10.1,266.66,37.06,42.23,40.14,85.7,44.84,2431011.0,2.0,88.0
2012,Male,10.77,26.61,15619.48,7.8,1.33,62.47,72.47,39.92,7.84,147.64,145.07,40.13,62.52,90.83,58.93,53033086.0,6.19,88.0
2021,Male,5.55,41.93,9131.64,7.13,12.68,22.59,84.74,18.53,8.54,100.56,130.32,35.71,44.35,70.72,34.7,25925823.0,8.55,88.0
2021,Female,2.39,26.57,59044.17,2.19,7.96,10.49,75.76,43.57,3.8,203.67,109.9,31.25,54.03,94.3,63.28,38532266.0,2.0,88.0
2023,Female,17.06,29.68,41968.04,5.34,10.43,73.83,86.36,42.47,6.37,147.03,151.29,25.12,56.95,64.85,59.67,25907298.0,7.21,88.0
2019,Female,3.73,7.93,23589.14,0.36,6.24,94.35,33.0,24.06,10.81,167.91,156.22,37.94,48.98,80.33,39.29,29246723.0,8.15,88.0
2011,Female,4.03,12.13,45947.02,7.93,6.16,9.15,59.76,16.46,4.15,144.66,93.2,30.79,53.22,61.81,61.11,53981575.0,2.0,88.0
2017,Both,4.34,9.04,25441.91,2.24,1.44,95.11,73.37,38.89,2.0,51.2,179.41,30.0,55.69,68.02,74.77,47679997.0,7.9,88.0
2016,Both,17.7,35.59,34068.15,5.39,6.93,86.23,28.27,21.37,4.58,256.5,77.21,44.5,44.85,95.29,94.99,19602731.0,9.08,88.0
2021,Male,11.88,38.44,64809.68,6.82,6.72,91.48,32.0,14.05,6.88,83.21,47.44,28.48,64.86,55.52,79.22,3586646.0,8.79,88.0
2015,Both,11.76,12.46,50377.95,1.45,4.15,33.14,70.72,28.41,10.21,115.74,155.36,25.65,45.1,96.2,65.17,68496143.0,3.65,88.0
2014,Female,17.79,13.77,57370.22,6.81,4.46,50.26,89.5,26.11,8.43,107.1,86.49,43.99,40.26,69.78,83.9,39435304.0,2.0,88.0
2011,Female,3.42,17.93,44095.22,0.3,9.18,18.77,72.83,39.45,11.19,149.41,159.92,31.12,63.61,86.31,49.6,49536545.0,2.0,88.0
2021,Male,17.59,28.64,74361.74,3.65,5.45,32.47,22.9,34.98,6.56,98.06,29.79,32.87,50.73,59.13,76.81,39131092.0,3.99,88.0
2020,Both,5.26,29.87,18712.63,3.88,12.62,39.82,97.63,40.42,5.91,154.09,37.77,26.62,49.97,83.86,30.35,49553323.0,6.89,88.0
2010,Both,11.97,32.47,20262.0,3.12,2.56,41.74,31.16,35.18,4.31,122.98,26.44,33.08,46.89,95.93,35.08,50195100.0,11.7,88.0
2016,Both,8.72,41.21,7667.87,4.77,9.09,25.13,38.6,31.76,4.18,68.36,116.32,44.44,40.65,79.98,73.7,1301739.0,10.11,88.0
2016,Both,8.14,16.8,41908.25,7.34,3.24,26.7,98.0,26.51,9.36,311.17,153.1,38.88,46.61,71.3,43.48,42707403.0,2.0,88.0
2016,Both,16.9,31.35,46311.26,2.75,8.4,108.67,81.68,44.54,2.8,141.67,84.43,34.48,49.83,90.71,78.21,40218427.0,9.45,88.0
2022,Female,4.39,27.39,54666.35,4.72,8.74,95.15,94.93,43.49,4.43,78.58,34.51,31.15,53.01,87.07,74.57,7755820.0,6.06,88.0
2012,Female,17.95,17.23,25690.09,7.04,9.99,44.61,84.53,39.41,10.86,206.46,79.76,32.32,51.44,60.3,34.46,59695961.0,4.13,88.0
2014,Female,8.07,41.3,1709.45,6.23,6.98,113.98,72.14,36.69,7.77,86.98,75.69,37.22,61.98,84.96,57.47,18945164.0,14.05,88.0
2012,Both,12.38,8.82,47711.43,0.52,8.13,32.48,42.76,29.37,2.47,281.93,122.96,30.09,62.78,84.91,72.91,4456575.0,2.98,88.0
2013,Male,17.49,33.48,74903.21,7.55,3.53,51.78,46.15,17.61,9.04,68.47,124.34,28.04,47.93,88.84,79.94,64272402.0,3.89,88.0
2022,Female,2.92,34.11,22655.56,0.56,7.48,98.56,95.78,40.39,7.07,189.39,36.48,38.92,63.99,69.23,87.13,69224027.0,8.03,88.0
2023,Both,16.77,41.61,14447.94,4.79,6.22,55.93,88.85,8.4,10.55,333.15,87.23,42.39,61.62,73.06,53.13,19331511.0,10.16,88.0
2010,Male,11.08,25.74,21707.11,4.69,10.33,31.98,48.76,16.42,8.82,97.69,122.8,43.03,63.19,98.2,88.57,55034887.0,5.64,88.0
2018,Both,13.27,17.86,32365.83,6.33,7.09,47.38,49.86,22.94,2.04,110.41,61.42,41.83,57.66,80.81,54.8,495559.0,8.11,88.0
2013,Female,4.39,38.11,19417.74,1.36,11.91,62.58,43.82,29.69,4.06,230.14,85.13,35.61,44.96,77.88,30.49,57719882.0,11.17,88.0
2012,Both,10.53,35.83,26544.43,1.6,6.96,76.37,46.09,28.75,4.58,343.96,118.19,40.78,44.88,99.41,72.7,37239153.0,9.69,88.0
2014,Both,12.78,25.01,48154.94,6.07,4.3,51.64,88.85,14.51,9.02,165.75,84.46,43.53,62.72,65.33,46.92,63419400.0,3.41,88.0
2012,Male,9.3,35.71,26401.08,1.37,4.83,54.6,20.84,11.88,7.09,244.59,24.94,25.47,52.68,72.91,38.71,31503414.0,10.59,88.0
2016,Both,4.48,15.72,30187.57,3.86,1.63,35.35,54.88,16.23,9.47,95.7,55.62,33.24,62.26,89.19,48.09,28150951.0,4.05,88.0
2023,Male,5.91,28.58,3770.32,5.91,8.56,66.56,95.43,20.9,7.13,242.42,144.17,29.08,58.01,87.09,87.95,67278712.0,8.33,88.0
2018,Female,15.67,39.61,68911.33,5.28,12.63,30.24,63.41,8.52,5.27,125.8,59.76,44.94,45.31,98.5,93.98,3187871.0,4.09,88.0
2020,Female,2.55,17.72,30990.94,1.84,11.77,104.77,56.04,33.62,3.04,233.99,150.83,43.59,49.62,84.44,97.32,15054482.0,5.46,88.0
2016,Both,13.34,24.34,25148.25,2.57,7.13,90.95,44.99,17.17,4.03,76.6,94.71,41.04,64.2,69.09,51.2,33029097.0,10.47,88.0
2010,Male,17.99,43.04,7217.13,7.76,3.75,52.18,25.91,21.0,6.01,207.49,95.67,30.92,40.49,72.89,61.92,47747419.0,11.69,88.0
2011,Male,2.12,36.93,47856.39,3.7,13.09,90.93,37.96,20.39,7.51,121.22,143.28,44.04,57.86,59.04,86.18,508490.0,6.11,88.0
2013,Both,4.58,40.48,64895.81,0.55,1.79,5.8,27.24,26.94,11.39,254.51,81.33,25.59,64.47,96.57,52.25,46054301.0,5.47,88.0
2013,Female,12.79,20.41,3853.57,1.91,6.59,44.62,30.14,39.81,4.4,274.3,58.16,28.76,42.6,60.79,56.96,30341554.0,12.34,88.0
2021,Female,2.96,44.86,11579.22,2.87,12.99,55.63,33.08,13.53,8.66,304.44,36.81,37.34,46.8,79.56,46.61,50437163.0,11.15,88.0
2021,Male,11.44,11.1,11662.13,8.0,6.5,59.03,44.16,20.61,3.53,347.72,127.51,40.86,53.68,73.06,70.07,72567210.0,8.1,88.0
2021,Male,12.94,25.75,45488.79,2.56,2.65,91.1,20.88,33.61,9.14,187.81,95.19,42.67,61.09,61.04,76.15,35325674.0,8.17,88.0
2018,Both,11.41,24.17,69155.3,0.41,4.72,115.72,96.01,9.64,2.11,251.18,149.51,31.01,52.66,68.18,52.29,44410834.0,7.59,88.0
2017,Male,7.84,36.94,33282.41,4.2,9.4,48.7,29.91,38.71,8.56,55.53,93.23,32.82,41.49,83.51,31.7,37076914.0,6.85,88.0
2019,Female,13.16,41.34,26310.44,0.85,3.13,45.32,50.65,43.59,3.63,321.53,86.37,34.1,43.18,56.41,81.51,9569908.0,11.72,86.43
2015,Both,11.51,34.25,57625.38,2.34,10.17,75.21,90.36,30.48,3.8,234.72,67.82,25.54,49.4,98.47,73.16,63469728.0,5.92,88.0
2019,Male,5.32,30.07,55898.62,7.94,7.13,37.34,28.53,43.39,7.59,176.4,51.91,42.28,48.06,95.91,45.33,70827138.0,4.37,88.0
2021,Both,11.01,22.1,19109.31,5.7,5.68,21.26,58.69,23.28,5.75,180.29,152.87,31.76,45.49,58.81,52.03,64936180.0,7.82,88.0
2020,Male,16.11,25.41,12733.32,0.6,4.37,115.58,87.58,23.36,6.71,277.4,35.23,28.99,61.0,94.08,97.0,75812966.0,11.72,88.0
2018,Both,12.67,25.37,27349.5,3.7,12.53,98.1,64.56,11.93,5.09,300.04,164.34,33.18,40.67,69.79,74.11,37495479.0,7.2,88.0
2010,Both,9.55,5.81,58349.77,1.54,6.55,115.23,36.83,9.31,11.53,292.37,24.31,39.21,60.73,58.04,71.68,52220508.0,3.58,88.0
2020,Both,7.15,25.12,52373.7,1.16,11.34,30.05,78.84,17.05,4.91,203.18,103.56,42.42,63.04,68.78,74.78,13550494.0,4.26,88.0
2015,Male,3.37,39.24,50206.35,4.78,7.16,7.05,74.51,25.69,7.42,161.34,29.33,29.31,55.75,91.4,96.81,78146969.0,4.3,88.0
2020,Female,5.91,33.37,62343.6,4.14,2.29,55.29,48.97,26.78,10.54,333.66,144.74,28.45,55.63,84.96,53.79,46486269.0,4.75,88.0
2017,Both,2.18,36.83,21363.07,5.99,7.17,112.37,23.7,16.05,8.64,240.26,53.84,43.88,43.73,65.74,49.66,21006882.0,8.97,88.0
2022,Male,17.79,20.62,26004.53,7.16,8.11,20.91,20.63,30.67,5.23,213.1,110.55,36.02,54.21,87.36,56.37,64449405.0,8.26,88.0
2014,Male,5.56,26.16,3941.59,2.12,7.41,18.48,86.03,14.7,7.52,229.5,166.63,32.32,49.38,86.85,86.07,46960640.0,6.78,88.0
2023,Male,15.04,6.34,65260.94,7.4,12.43,12.93,45.72,20.07,2.83,238.96,123.88,28.99,45.73,88.43,38.47,75979031.0,2.0,88.0
2021,Both,4.7,20.32,44016.29,4.24,13.75,92.98,31.02,15.24,7.46,263.92,48.53,44.9,54.58,79.33,44.48,61621193.0,4.41,88.0
2014,Both,6.54,23.98,22920.67,2.22,12.01,95.38,61.48,33.78,6.31,215.96,147.47,39.38,40.03,91.85,45.98,70193459.0,8.28,88.0
2016,Female,8.69,15.21,5950.71,6.8,9.16,84.97,93.67,27.11,9.58,312.61,90.64,29.36,46.91,83.86,74.55,43777336.0,6.14,88.0
2017,Both,7.19,6.25,54476.99,0.48,8.58,11.13,20.68,35.24,10.48,307.91,22.11,26.83,56.4,60.64,74.91,41432943.0,2.49,88.0
2020,Female,14.77,32.62,56356.32,4.56,10.02,88.18,24.49,10.12,4.0,182.68,97.88,28.99,51.38,91.46,56.03,60610385.0,6.97,88.0
2019,Female,17.32,22.4,50230.46,5.83,5.03,56.59,53.36,23.74,2.82,100.56,150.0,29.95,43.64,69.57,49.33,8490617.0,6.16,88.0
2021,Female,16.0,21.63,15920.55,2.38,12.37,23.16,74.08,43.78,5.91,223.0,88.79,27.22,40.03,86.73,82.83,4417124.0,4.83,88.0
2015,Female,4.46,15.0,68560.63,6.94,13.0,38.94,58.09,9.98,7.34,236.22,141.35,29.59,46.76,85.38,32.22,78697809.0,2.0,88.0
2017,Male,14.43,26.51,56684.33,2.07,4.74,62.63,91.8,23.48,5.77,207.01,132.88,27.34,53.73,70.12,81.71,73312013.0,6.38,88.0
2016,Both,4.37,22.52,49605.52,6.75,13.64,42.91,23.53,9.49,8.29,317.17,93.11,32.55,53.36,62.28,44.72,76457309.0,2.48,88.0
2022,Both,16.61,23.96,49100.04,0.81,12.88,116.52,47.21,13.43,7.06,77.91,71.73,34.72,43.28,86.27,93.19,5082889.0,6.37,88.0
2014,Male,10.29,28.23,67903.34,1.45,6.94,59.6,48.11,25.11,11.37,136.23,136.25,34.11,55.34,93.21,58.96,21617183.0,4.42,88.0
2018,Female,7.38,5.25,69680.39,3.17,13.73,47.8,47.21,13.83,6.09,309.74,79.03,41.58,64.97,92.72,74.96,72133236.0,2.0,88.0
2011,Male,4.51,41.31,44996.3,6.86,2.69,82.41,59.01,27.19,2.82,331.82,47.21,30.08,54.62,83.19,38.47,7249418.0,8.15,88.0
2021,Both,2.19,7.84,31716.87,1.33,1.39,79.81,83.25,42.14,5.02,177.78,71.34,42.74,53.19,65.23,47.77,36169618.0,5.27,88.0
2015,Both,5.97,23.04,27789.06,7.03,5.87,5.28,45.43,15.42,8.06,107.79,160.29,43.16,55.57,69.23,79.04,27369179.0,2.2,88.0
2014,Both,16.62,13.29,61575.65,1.99,8.92,76.12,79.56,11.97,4.56,176.1,65.34,44.2,61.99,88.96,68.52,70400053.0,4.06,88.0
2018,Male,14.76,25.95,48629.72,3.73,5.92,33.03,31.72,38.54,4.69,186.85,57.59,28.62,63.65,73.49,83.93,41494283.0,5.6,88.0
2016,Male,17.52,16.21,6533.14,2.95,14.19,48.15,64.86,25.03,5.4,205.87,41.35,29.92,41.03,87.96,69.44,23300897.0,9.9,88.0
2021,Male,3.61,39.4,11350.2,1.12,4.57,86.23,50.01,40.66,9.46,132.31,28.83,37.48,45.12,68.93,69.85,41991664.0,12.5,88.0
2017,Male,11.47,20.85,67593.79,7.57,4.94,69.1,63.14,19.33,11.4,143.79,176.27,27.82,42.89,55.28,90.08,9084452.0,2.0,88.0
2017,Male,6.11,30.55,66429.76,3.62,9.89,47.4,28.62,31.22,5.5,246.68,105.88,26.71,59.31,82.16,59.73,58523098.0,2.59,88.0
2011,Male,10.69,14.96,71425.97,5.58,1.05,24.25,96.28,42.16,3.95,236.54,136.74,26.47,41.14,82.04,92.65,49505171.0,2.0,88.0
2010,Both,7.13,5.78,32546.54,4.69,11.19,63.13,92.5,14.35,6.21,248.63,143.68,37.12,62.57,83.24,56.06,48096632.0,2.0,88.0
2015,Male,6.54,21.17,58977.32,4.11,6.28,41.73,86.11,37.63,5.52,163.19,76.37,41.09,40.51,67.07,53.0,35083764.0,4.38,88.0
2023,Male,11.18,26.46,62254.3,5.01,14.69,109.99,91.42,31.37,11.9,150.94,147.82,30.18,55.06,91.5,84.56,23610108.0,2.61,88.0
2022,Both,4.93,23.38,24224.71,7.21,10.68,66.45,31.74,38.08,6.64,155.46,173.84,43.67,46.89,76.94,30.81,5323914.0,4.22,88.0
2018,Female,9.51,43.48,11584.06,5.65,1.73,104.59,60.3,14.32,8.79,335.35,138.68,40.84,51.76,89.31,42.05,75767897.0,10.92,88.0
2018,Both,12.41,33.27,74779.36,4.35,2.3,49.87,45.43,24.06,11.14,168.57,133.88,26.55,51.05,82.5,35.02,33382658.0,3.47,88.0
2015,Female,4.05,44.83,3042.26,5.23,2.23,100.16,90.99,12.77,8.29,231.84,89.16,33.15,58.72,73.72,65.85,39724144.0,12.14,88.0
2012,Both,16.89,16.8,45122.33,4.93,14.34,11.5,35.16,43.52,4.49,206.85,154.61,26.36,52.42,85.58,73.96,30123764.0,2.0,88.0
2010,Female,10.09,36.56,49045.75,3.58,10.58,39.28,37.6,10.32,8.07,312.87,34.21,43.3,50.53,80.87,30.73,79031400.0,6.37,88.0
2014,Female,15.11,27.22,51388.77,5.07,6.99,13.99,74.94,10.42,6.02,160.74,139.95,39.86,58.26,77.98,41.3,63714144.0,2.0,88.0
2014,Both,12.46,29.47,19767.58,3.66,3.81,8.64,27.11,41.23,6.22,180.24,77.92,38.73,63.15,84.19,51.18,7751242.0,8.04,88.0
2012,Female,13.36,44.43,54341.18,6.11,13.23,110.67,78.59,19.13,11.79,302.84,110.56,38.65,59.85,58.87,50.6,48693188.0,7.13,88.0
2013,Male,13.46,31.16,16856.85,7.76,3.82,87.44,41.45,30.09,4.79,98.29,162.87,30.7,58.42,95.96,36.8,38822302.0,11.87,88.0
2010,Female,16.0,40.95,62314.64,7.69,10.89,76.89,72.87,18.64,6.69,228.29,116.8,43.67,52.19,70.08,42.1,63488828.0,5.66,88.0
2018,Male,11.82,34.03,17058.46,6.6,11.69,66.24,89.84,32.0,3.6,169.97,24.09,43.46,62.51,65.11,89.29,79785549.0,6.32,88.0
2022,Both,6.45,10.1,52495.59,4.89,5.13,70.5,68.77,15.12,3.79,345.74,135.62,39.79,52.16,89.73,79.04,59570109.0,4.85,88.0
2019,Male,3.59,32.98,58929.28,6.04,8.07,78.45,37.01,24.98,8.03,266.42,168.64,34.38,63.26,65.4,50.73,69207813.0,5.31,88.0
2016,Male,11.7,24.37,14819.77,1.59,4.12,100.06,23.93,27.74,9.51,53.17,122.72,25.94,60.07,99.81,48.44,40260577.0,12.21,88.0
2015,Male,3.06,41.75,18458.6,3.94,6.31,73.64,23.57,20.34,8.36,301.84,157.83,25.57,43.76,73.92,35.61,29950479.0,10.38,88.0
2014,Both,5.86,37.27,58609.5,2.21,14.51,91.09,27.1,17.31,5.29,260.95,152.05,27.76,41.17,68.35,54.42,51498047.0,7.97,88.0
2011,Male,2.97,9.17,7181.12,0.23,10.7,37.31,66.39,13.19,2.6,218.29,157.81,36.92,58.52,57.79,57.86,59978531.0,6.22,88.0
2018,Female,10.78,10.36,14954.46,7.74,12.85,117.33,47.86,34.13,6.7,120.84,75.06,40.96,57.15,56.88,93.29,18279961.0,7.16,88.0
